description,predicted_category,industry,country,expected_pricing,marketing_budget,team_size,founder_experience,competition_level,expected_investment,success_score,success_label,revenue_y1,revenue_y2,revenue_y3,funding_readiness
A fully-automated custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,4,409.0,34215.0,17,2,2,5468.0,60.09609500208534,1,290462.8902093973,313781.784231677,362806.8350801448,Low
A innovative mobile app containing courses and lectures on language learning with active ai tutoring. utilizing modern tech.,EdTech,0,5,206.0,61208.0,15,4,2,358350.0,48.62444441506675,0,418483.37348477065,506237.52825984143,634146.1384676725,Medium
A user-friendly saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,2,396.0,77284.0,13,10,1,113699.0,80.67168693087488,1,258391.89925054758,359129.47905473685,544135.3514915138,High
A scalable digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,3,234.0,26033.0,16,9,2,228302.0,54.98022747738701,1,363894.5456335593,473617.02878838824,724214.6044575381,Medium
A cloud-based saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,5,207.0,53733.0,11,1,2,498242.0,24.227271122413867,0,320658.12447156815,359491.4898353079,419026.83997875394,Medium
A next-generation interactive school platform for students to practice mathematics and physics online. utilizing modern tech.,EdTech,0,2,243.0,147767.0,1,9,1,195923.0,67.42995550236223,1,260956.18695963616,359868.91948454705,553018.458428096,High
A scalable indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,5,384.0,62394.0,19,2,2,223592.0,43.94987400007916,0,450670.9054684905,500580.5996508545,598114.9232818577,Low
A scalable automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,4,484.0,23227.0,3,13,1,232608.0,56.56561358220092,1,208417.7233096804,335005.872746274,557634.9443736544,High
A fully-automated automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,0,114.0,46202.0,4,1,1,49497.0,59.020440256388135,1,171011.20195328473,191056.90934673153,244461.79424654169,Low
A next-generation telemedicine app connecting remote patients with general physicians and specialists. utilizing modern tech.,HealthTech,1,1,98.0,136438.0,2,0,1,190787.0,40.55042653692221,0,300819.8613478234,329803.03857500956,373966.3917467508,Low
A scalable subscription box service for organic spices and ingredients from around the world. utilizing modern tech.,E-commerce,4,4,324.0,81873.0,6,3,2,373948.0,28.66192097929104,0,335092.1520777308,369950.63922398415,434357.59462246357,Medium
A innovative interactive school platform for students to practice mathematics and physics online. utilizing modern tech.,EdTech,0,4,159.0,13726.0,20,7,1,287691.0,59.04865055345941,1,320555.885455315,392869.680139383,573235.8010661185,High
A cloud-based vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,1,392.0,128082.0,11,12,1,14566.0,81.12639125213235,1,346371.90092976566,523509.869129032,875110.1833107652,High
A fully-automated custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,2,112.0,62325.0,3,1,0,168553.0,59.552456553661585,1,195676.59690701042,220848.65629598175,296258.1800630166,Medium
A next-generation smart water purification system for residential properties. utilizing modern tech.,Other,8,5,200.0,127583.0,15,4,1,99262.0,86.591744638315,1,289120.7195612624,356672.6433195388,485554.47757929843,Medium
A cloud-based direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,5,289.0,56622.0,3,12,2,99062.0,50.435109002741484,1,141460.04326037725,204348.6244566173,326372.28838073584,Medium
A user-friendly community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,5,474.0,14435.0,16,9,1,77069.0,79.63868616500324,1,167471.89575919797,229052.81664664994,357442.50675461517,Medium
A user-friendly online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,5,342.0,97482.0,9,11,2,237080.0,60.902615607075965,1,309350.0737254522,418456.128766234,627011.6202178395,High
A user-friendly digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,3,153.0,126070.0,13,9,0,294654.0,87.42700687350191,1,490059.4713157921,726059.5933243381,1155760.4005185382,High
A user-friendly vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,5,500.0,124407.0,7,13,1,300438.0,89.81156629224468,1,320932.0610522337,463663.3668901952,756138.8476709626,High
A user-friendly digital health records management system for hospitals and local clinics. utilizing modern tech.,HealthTech,1,3,381.0,35807.0,15,14,0,458833.0,81.01082669157006,1,435351.77704444336,702243.7411704755,1228545.4850659054,High
A fully-automated ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,1,42.0,78853.0,12,15,2,442828.0,70.02446525646134,1,327025.3502691561,501174.1272597306,848200.659754891,High
A innovative blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,4,197.0,145599.0,16,4,0,193282.0,78.22341103091539,1,522454.05201846093,657804.7345929127,845554.321609225,Medium
A next-generation peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,0,412.0,77566.0,18,8,1,288268.0,78.85200987412261,1,371165.7764340936,527454.3574486986,815340.3983939502,High
A scalable digital classroom software for teachers to manage student homework and online tests. utilizing modern tech.,EdTech,0,3,144.0,86475.0,17,6,1,220674.0,64.29842866255407,1,510284.37222270574,681248.3127789088,990495.9236278052,Medium
A cloud-based custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,3,313.0,69062.0,15,2,0,460455.0,75.09956290105433,1,503321.80954726576,600500.0958316992,732875.4070346747,High
A cloud-based saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,5,354.0,38008.0,5,13,2,145054.0,62.98051066481517,1,175297.42324148424,248685.92961558735,419968.75569002115,High
A scalable community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,2,130.0,86113.0,1,14,1,253089.0,53.71283493901124,1,172889.13090085483,263300.93979701464,457075.5389145529,High
A fully-automated smart water purification system for residential properties. utilizing modern tech.,Other,8,1,273.0,48784.0,1,15,2,354462.0,49.991903203888214,0,154171.8186210829,231089.80428857065,399645.05023595365,High
A user-friendly ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,4,176.0,70236.0,1,9,1,36198.0,61.65871441449683,1,107382.23497321704,146099.32978794965,229787.6386407759,Medium
A innovative decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,2,193.0,43954.0,18,10,0,95292.0,96.59954609382324,1,464956.5231374321,719258.5923340591,1058298.6532667954,High
A scalable indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,4,195.0,44080.0,13,14,1,409256.0,63.55343418801182,1,389245.8815539116,594196.9321733039,1014370.1760101999,High
A next-generation mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,3,94.0,80593.0,20,0,1,137882.0,49.94560654671063,0,473711.7205797016,513058.0765705637,619441.211594897,Low
A next-generation vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,1,426.0,129022.0,18,5,1,204974.0,70.25720281954396,1,521459.3569238923,650042.957443102,931222.8150375469,Medium
A next-generation interactive school platform for students to practice mathematics and physics online. utilizing modern tech.,EdTech,0,1,371.0,117449.0,3,1,2,219738.0,38.37530938037192,0,306495.43480357085,330910.69804140273,371214.17579199414,Low
A fully-automated drone spectral analysis for early crop disease and weed identification. utilizing modern tech.,Agriculture,5,0,238.0,57846.0,2,2,0,363983.0,49.967136735875975,0,193200.95558570133,202861.00336498642,251669.35919790863,Medium
A innovative saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,3,468.0,68308.0,16,5,0,468200.0,69.9657675996606,1,463030.6718332403,584444.5433687214,821353.3265626334,High
A fully-automated multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,5,272.0,142065.0,7,3,2,464255.0,45.999853303132895,0,500076.23064269574,571512.5941512554,683499.9202686871,Medium
A cloud-based telemedicine app connecting remote patients with general physicians and specialists. utilizing modern tech.,HealthTech,1,0,208.0,146786.0,6,11,2,281607.0,67.82864993729808,1,428568.1690285578,631826.4996350136,947946.0649500595,High
A scalable autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,2,27.0,114922.0,12,5,0,448132.0,71.62100112798326,1,728897.5773684838,930027.5215571094,1294879.1439933053,High
A scalable mobile app containing courses and lectures on language learning with active ai tutoring. utilizing modern tech.,EdTech,0,5,488.0,114632.0,5,15,1,498027.0,73.93447944756312,1,417745.2656471923,681016.3834472331,1175171.0326172435,High
A user-friendly smart water purification system for residential properties. utilizing modern tech.,Other,8,4,111.0,96605.0,8,2,2,424232.0,28.002112096152725,0,270799.1027109017,284339.0578464468,360756.22177678056,Medium
A scalable interactive school platform for students to practice mathematics and physics online. utilizing modern tech.,EdTech,0,2,45.0,134792.0,5,10,0,176739.0,100.0,1,350487.21706774924,547349.3305622486,834225.7280181865,High
A cloud-based mobile strategy game combining base building and real-time defense. utilizing modern tech.,Gaming,7,1,287.0,21953.0,9,6,2,291210.0,57.76817838329554,1,282687.79252763116,347767.3718916883,484559.49195529014,Medium
A innovative automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,3,298.0,58976.0,6,0,0,147142.0,63.873051929537326,1,278913.1656450073,330683.5484021939,398406.81790577003,Medium
A innovative peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,1,74.0,66366.0,4,2,1,325947.0,39.77705830796965,0,224031.1647803517,256323.36980816192,306443.3967780226,Medium
A fully-automated local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,3,193.0,19676.0,10,9,0,308843.0,85.47538154008797,1,189623.95351368326,285113.73645782436,436707.1984159455,High
A fully-automated direct-to-consumer sustainable clothing marketplace matching local designers. utilizing modern tech.,E-commerce,4,4,21.0,147184.0,13,4,0,248702.0,59.524331291419045,1,531635.5239815961,647789.625071748,892595.9602350212,Medium
A innovative autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,1,161.0,67769.0,2,3,2,405339.0,20.07983788262755,0,371007.30355521524,402062.15479109564,480960.45512443595,Medium
A user-friendly online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,0,109.0,140905.0,18,1,1,18011.0,64.86534483427397,1,452986.59243425104,536306.5194373069,603101.4579702117,Low
A scalable multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,1,391.0,144055.0,20,3,0,97919.0,75.88996128960096,1,451265.05911702965,541144.6920546655,687695.783971501,Medium
A scalable mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,1,427.0,96374.0,15,9,0,11817.0,99.80595489362956,1,379561.8952921977,498141.71322529233,772215.2457300455,High
A user-friendly drone spectral analysis for early crop disease and weed identification. utilizing modern tech.,Agriculture,5,2,372.0,59300.0,14,11,1,255038.0,82.78526427980407,1,315451.7765663321,475066.3963931989,770709.3158962199,High
A innovative multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,5,113.0,117629.0,10,8,1,8445.0,91.12103209168777,1,309495.43699452456,419207.30128067656,622602.4558525321,Medium
A innovative community coworking space with integrated child daycare and support. utilizing modern tech.,Other,8,1,400.0,100830.0,10,13,1,147613.0,76.02703099755678,1,206087.91585841333,301740.4430407902,505738.0415094317,High
A scalable clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,5,425.0,4372.0,15,13,1,468695.0,74.63697425851628,1,266039.6263893919,377076.33166725177,608856.1641016683,High
A next-generation telemedicine app connecting remote patients with general physicians and specialists. utilizing modern tech.,HealthTech,1,2,444.0,139839.0,16,8,0,287358.0,88.95366800884804,1,504824.96579951554,691683.5350370087,1035027.1356186438,High
